bodyid,group,Brain_type,VNC_type,root_side,neuropil,Cluster
15424,10000,DNp01,DNlt002,RHS,lt,2
15827,10000,DNp01,DNlt002,LHS,lt,2
13020,10012,DNp18,DNxn033,LHS,xn,4
12574,10012,DNp18,DNxn033,RHS,xn,4
27771,10023,DNp20,DNxn035,RHS,xn,4
14171,10023,DNp20,DNxn035,LHS,xn,4
13848,10058,DNg108,DNxl048,LHS,xl,0
14007,10058,DNg108,DNxl048,RHS,xl,0
13750,10061,DNxl053,DNxl053,RHS,xl,0
17376,10061,DNxl053,DNxl053,LHS,xl,0
13365,10086,DNg105,DNxl055,LHS,xl,0
176792,10086,DNg105,DNxl055,RHS,xl,0
31361,10093,DNg100,DNxl058,RHS,xl,0
40338,10093,DNg100,DNxl058,LHS,xl,0
34253,10097,DNxl080,DNxl080,LHS,xl,0
35473,10097,DNxl080,DNxl080,RHS,xl,0
32424,10101,DNg15,DNxn015,LHS,xn,5
38587,10101,DNg15,DNxn015,RHS,xn,5
35413,10103,DNg74,DNxl041,RHS,xl,0
31742,10103,DNg74,DNxl041,LHS,xl,0
31078,10113,DNp11,DNxn029,LHS,xn,2
31635,10113,DNp11,DNxn029,RHS,xn,2
32742,10118,DNa02,DNxl002,LHS,xl,9
32815,10118,DNa02,DNxl002,RHS,xl,9
30919,10138,DNg16,DNxl006,LHS,xl,3
31613,10138,DNg16,DNxl006,RHS,xl,3
34862,10157,DNp02,DNlt003,RHS,lt,2
28478,10157,DNp02,DNlt003,LHS,lt,2
30346,10194,DNd02,DNxl004,RHS,xl,5
24858,10194,DNd02,DNxl004,LHS,xl,5
30271,10210,DNg34,DNxl010,LHS,xl,3
30999,10210,DNg34,DNxl010,RHS,xl,3
22870,10269,DNut040,DNut040,RHS,ut,0
26725,10269,DNut040,DNut040,LHS,ut,0
27728,10279,DNxl049,DNxl049,RHS,xl,0
29120,10279,DNxl049,DNxl049,LHS,xl,0
29706,10291,DNxl134,DNxl134,RHS,xl,0
31123,10291,DNxl134,DNxl134,LHS,xl,0
34382,10307,DNb05,DNxn009,RHS,xn,5
22875,10307,DNb05,DNxn009,LHS,xn,5
33586,10323,DNp15,DNut022,RHS,ut,10
32667,10323,DNp15,DNut022,LHS,ut,10
24892,10336,DNg98,DNxn096,LHS,xn,0
24316,10336,DNg98,DNxn096,RHS,xn,0
14867,10399,DNg93,DNxl046,LHS,xl,0
15280,10399,DNg93,DNxl046,RHS,xl,0
26926,10410,DNd03,DNxn012,RHS,xn,5
28176,10410,DNd03,DNxn012,LHS,xn,5
25018,10428,DNp31,DNut028,LHS,ut,10
24753,10428,DNp31,DNut028,RHS,ut,10
152849,10465,DNg35,DNxl011,LHS,xl,5
154601,10465,DNg35,DNxl011,RHS,xl,5
39724,10466,DNg74,DNxl040,RHS,xl,0
26448,10466,DNg74,DNxl040,LHS,xl,0
26603,10506,DNa10,DNxn003,LHS,xn,4
22501,10506,DNa10,DNxn003,RHS,xn,4
22394,10535,DNxl014,DNxl014,RHS,xl,0
24193,10535,DNxl014,DNxl014,LHS,xl,0
23404,10621,DNa15,DNut038,LHS,ut,0
33987,10621,DNa15,DNut038,RHS,ut,0
41739,10633,DNut060,DNut060,LHS,ut,0
156265,10633,DNut060,DNut060,RHS,ut,0
40420,10634,DNp06,DNlt005,RHS,lt,2
16369,10634,DNp06,DNlt005,LHS,lt,2
16562,10639,DNxn142,DNxn142,LHS,xn,0
45911,10639,DNxn142,DNxn142,RHS,xn,0
39216,10648,DNxl133,DNxl133,LHS,xl,0
192220,10648,DNxl133,DNxl133,RHS,xl,0
36718,10656,DNg97,DNxl054,LHS,xl,0
34737,10656,DNg97,DNxl054,RHS,xl,0
32504,10663,DNp73,DNxn099,RHS,xn,0
33545,10663,DNp73,DNxn099,LHS,xn,0
31531,10681,DNp26,DNxn040,RHS,xn,9
31446,10681,DNp26,DNxn040,LHS,xn,9
173123,10719,DNxn125,DNxn125,RHS,xn,0
31408,10719,DNxn125,DNxn125,LHS,xn,0
152850,10732,DNp10,DNxl018,RHS,xl,2
29182,10732,DNp10,DNxl018,LHS,xl,2
30389,10751,DNa01,DNxl001,LHS,xl,9
31381,10751,DNa01,DNxl001,RHS,xl,9
31787,10819,DNp13,DNxn031,LHS,xn,2
27912,10819,DNp13,DNxn031,RHS,xn,2
30008,10855,DNg96,DNxl064,LHS,xl,0
27936,10855,DNg96,DNxl064,RHS,xl,0
27775,10868,DNxl132,DNxl132,RHS,xl,0
27217,10868,DNxl132,DNxl132,LHS,xl,0
27520,10909,DNg13,DNxl005,LHS,xl,3
27523,10909,DNg13,DNxl005,RHS,xl,3
27095,10912,DNxl131,DNxl131,LHS,xl,0
27026,10912,DNxl131,DNxl131,RHS,xl,0
27014,10916,DNp22,DNut027,LHS,ut,7
50104,10916,DNp22,DNut027,RHS,ut,7
26318,10937,DNg99,DNxn097,LHS,xn,0
26307,10937,DNg99,DNxn097,RHS,xn,0
26332,10941,DNxl130,DNxl130,LHS,xl,0
26608,10941,DNxl130,DNxl130,RHS,xl,0
26502,10967,DNa13,DNxl024,LHS,xl,0
27389,10967,DNa13,DNxl024,RHS,xl,0
25879,10987,DNa16,DNut055,LHS,ut,0
26426,10987,DNa16,DNut055,RHS,ut,0
27951,11019,DNxl129,DNxl129,LHS,xl,0
28053,11019,DNxl129,DNxl129,RHS,xl,0
23953,11051,DNxl128,DNxl128,LHS,xl,0
27241,11051,DNxl128,DNxl128,RHS,xl,0
22072,11071,aSP22,DNxn004,RHS,xn,0
23461,11071,aSP22,DNxn004,LHS,xn,0
21235,11072,DNx01,DNxn051,RHS,xn,0
21440,11072,DNx01,DNxn051,LHS,xn,0
21320,11102,DNxl127,DNxl127,RHS,xl,0
20953,11102,DNxl127,DNxl127,LHS,xl,0
20904,11123,DNa04,DNut001,LHS,ut,9
20782,11123,DNa04,DNut001,RHS,ut,9
19511,11136,DNp42,DNxn076,LHS,xn,5
24978,11136,DNp42,DNxn076,RHS,xn,5
19287,11145,DNa13,DNxl023,RHS,xl,0
19369,11145,DNa13,DNxl023,LHS,xl,0
24087,11150,DNp07,DNxn027,LHS,xn,4
19864,11150,DNp07,DNxn027,RHS,xn,4
21071,11160,DNp49,DNxn082,RHS,xn,9
18784,11160,DNp49,DNxn082,LHS,xn,9
17522,11202,DNxn168,DNxn168,RHS,xn,0
17865,11202,DNxn168,DNxn168,LHS,xn,0
17494,11254,DNxl126,DNxl126,LHS,xl,0
17995,11254,DNxl126,DNxl126,RHS,xl,0
17400,11257,DNg31,DNxl009,LHS,xl,9
17547,11257,DNg31,DNxl009,RHS,xl,9
16817,11264,DNg75,DNxl042,LHS,xl,0
17830,11264,DNg75,DNxl042,RHS,xl,0
16393,11276,DNb06,DNxl003,LHS,xl,7
19266,11276,DNb06,DNxl003,RHS,xl,7
48107,11279,DNxl125,DNxl125,LHS,xl,0
29261,11279,DNxl125,DNxl125,RHS,xl,0
28042,11286,DNxn124,DNxn124,LHS,xn,0
16926,11286,DNxn124,DNxn124,RHS,xn,0
11824,11413,DNp12,DNxn030,LHS,xn,10
32010,11413,DNp12,DNxn030,RHS,xn,10
30332,11427,DNxn163,DNxn163,LHS,xn,0
31112,11427,DNxn163,DNxn163,RHS,xn,0
31497,11440,DNxl124,DNxl124,RHS,xl,0
32106,11440,DNxl124,DNxl124,LHS,xl,0
32303,11477,DNp32,DNxl019,LHS,xl,11
34094,11477,DNp32,DNxl019,RHS,xl,11
44921,11488,DNxl123,DNxl123,RHS,xl,0
101851,11488,DNxl123,DNxl123,LHS,xl,0
105091,11541,DNxl122,DNxl122,LHS,xl,0
26994,11541,DNxl122,DNxl122,RHS,xl,0
29904,11548,DNg29,DNxn022,LHS,xn,6
31274,11548,DNg29,DNxn022,RHS,xn,6
31523,11568,DNxl121,DNxl121,LHS,xl,0
31855,11568,DNxl121,DNxl121,RHS,xl,0
32383,11573,DNxn176,DNxn176,LHS,xn,0
32646,11573,DNxn176,DNxn176,RHS,xn,0
33148,11579,DNp69,DNxn094,LHS,xn,0
34669,11579,DNp69,DNxn094,RHS,xn,0
41420,11588,DNp05,DNxn026,RHS,xn,2
104831,11588,DNp05,DNxn026,LHS,xn,2
166522,11613,DNxl120,DNxl120,LHS,xl,0
44420,11613,DNxl120,DNxl120,RHS,xl,0
25683,11621,DNxn182,DNxn182,LHS,xn,0
26462,11621,DNxn182,DNxn182,RHS,xn,0
37405,11637,DNb07,DNxn095,LHS,xn,0
49745,11637,DNb07,DNxn095,RHS,xn,0
46595,11684,DNp19,DNxn034,RHS,xn,4
151715,11684,DNp19,DNxn034,LHS,xn,4
49930,11697,DNxn162,DNxn162,RHS,xn,0
41456,11697,DNxn162,DNxn162,LHS,xn,0
50464,11798,DNxn181,DNxn181,LHS,xn,0
36845,11798,DNxn181,DNxn181,RHS,xn,0
32312,11824,DNg14,DNhl001,RHS,hl,3
32585,11824,DNg14,DNhl001,LHS,hl,3
36598,11839,DNxn180,DNxn180,RHS,xn,0
32499,11839,DNxn180,DNxn180,LHS,xn,0
31566,11856,DNxl119,DNxl119,LHS,xl,0
37651,11856,DNxl119,DNxl119,RHS,xl,0
102117,11859,DNxl118,DNxl118,LHS,xl,0
34081,11859,DNxl118,DNxl118,RHS,xl,0
33673,11894,DNp34,DNxl020,LHS,xl,3
29760,11894,DNp34,DNxl020,RHS,xl,3
33943,11930,DNp43,DNxl051,RHS,xl,0
36495,11930,DNp43,DNxl051,LHS,xl,0
29040,11975,DNxl117,DNxl117,RHS,xl,0
156733,11975,DNxl117,DNxl117,LHS,xl,0
39256,11977,pMP2,DNxn046,RHS,xn,0
30043,11977,pMP2,DNxn046,LHS,xn,0
14594,12020,DNb01,DNxn005,LHS,xn,9
151717,12020,DNb01,DNxn005,RHS,xn,9
49113,12029,DNg80,DNxn066,RHS,xn,0
44321,12029,DNg80,DNxn066,LHS,xn,0
44201,12064,DNp33,DNut029,LHS,ut,10
37139,12064,DNp33,DNut029,RHS,ut,10
21909,12136,DNp03,DNut021,LHS,ut,9
23609,12136,DNp03,DNut021,RHS,ut,9
10000,12141,DNp55,DNxn086,LHS,xn,0
10002,12141,DNp55,DNxn086,RHS,xn,0
10157,12155,DNxn123,DNxn123,RHS,xn,0
10331,12155,DNxn123,DNxn123,LHS,xn,0
12482,12167,DNb09,DNxn008,LHS,xn,0
12358,12167,DNb09,DNxn008,RHS,xn,0
10634,12172,DNxl116,DNxl116,LHS,xl,0
11221,12172,DNxl116,DNxl116,RHS,xl,0
29983,12206,DNxn166,DNxn166,LHS,xn,0
34180,12206,DNxn166,DNxn166,RHS,xn,0
32154,12214,DNg43,DNxl028,RHS,xl,0
29695,12214,DNg43,DNxl028,LHS,xl,0
30869,12259,DNa09,DNxn002,LHS,xn,9
27737,12259,DNa09,DNxn002,RHS,xn,9
28329,12275,DNa05,DNut002,LHS,ut,9
29151,12275,DNa05,DNut002,RHS,ut,9
28138,12332,DNg38,DNxl013,RHS,xl,3
12855,12332,DNg38,DNxl013,LHS,xl,3
13089,12358,DNp04,DNlt004,LHS,lt,2
12783,12358,DNp04,DNlt004,RHS,lt,2
12698,12380,pIP9,DNxn047,RHS,xn,0
29058,12380,pIP9,DNxn047,LHS,xn,0
27663,12451,DNxl115,DNxl115,RHS,xl,0
26517,12451,DNxl115,DNxl115,LHS,xl,0
27358,12466,DNxl114,DNxl114,LHS,xl,0
190167,12466,DNxl114,DNxl114,RHS,xl,0
21069,12574,DNg66,DNad002,RHS,ad,0
16648,12574,DNg66,DNad002,LHS,ad,0
16605,12613,DNxn103,DNxn103,RHS,xn,0
31709,12613,DNxn103,DNxn103,LHS,xn,0
22710,12617,DNxn179,DNxn179,LHS,xn,0
23190,12617,DNxn179,DNxn179,RHS,xn,0
26047,12617,DNxn179,DNxn179,RHS,xn,0
26285,12617,DNxn179,DNxn179,LHS,xn,0
39664,12623,DNp14,DNxn032,LHS,xn,1
41285,12623,DNp14,DNxn032,RHS,xn,1
42987,12640,DNxl113,DNxl113,LHS,xl,0
44358,12640,DNxl113,DNxl113,RHS,xl,0
50794,12683,DNut037,DNut037,LHS,ut,0
41387,12683,DNut037,DNut037,RHS,ut,0
39045,12696,DNxn122,DNxn122,LHS,xn,0
39885,12696,DNxn122,DNxn122,RHS,xn,0
40386,12698,DNp59,DNlt008,LHS,lt,0
40430,12698,DNp59,DNlt008,RHS,lt,0
42235,12707,DNp08,DNxn028,LHS,xn,8
42609,12707,DNp08,DNxn028,RHS,xn,8
43430,12716,DNxl112,DNxl112,RHS,xl,0
43778,12716,DNxl112,DNxl112,LHS,xl,0
45443,12719,DNxn161,DNxn161,LHS,xn,0
45400,12719,DNxn161,DNxn161,RHS,xn,0
37799,12735,DNxl111,DNxl111,RHS,xl,0
38629,12735,DNxl111,DNxl111,LHS,xl,0
39705,12743,DNg88,DNxl044,LHS,xl,0
40271,12743,DNg88,DNxl044,RHS,xl,0
41384,12770,DNp53,DNxn084,RHS,xn,0
43234,12770,DNp53,DNxn084,LHS,xn,0
14937,12791,DNxl110,DNxl110,RHS,xl,0
15047,12791,DNxl110,DNxl110,LHS,xl,0
33183,12792,DNg91,DNut031,LHS,ut,0
37852,12792,DNg91,DNut031,RHS,ut,0
18815,12843,DNg37,DNxl012,RHS,xl,5
19010,12843,DNg37,DNxl012,LHS,xl,5
20194,12847,DNxl109,DNxl109,RHS,xl,0
21284,12847,DNxl109,DNxl109,LHS,xl,0
36962,12855,DNp103,DNlt007,RHS,lt,0
34184,12855,DNp103,DNlt007,LHS,lt,0
29987,12898,DNd05,DNxl026,LHS,xl,0
30858,12898,DNd05,DNxl026,RHS,xl,0
40712,12902,DNxn165,DNxn165,RHS,xn,0
37881,12902,DNxn165,DNxn165,LHS,xn,0
154317,12915,DNxl108,DNxl108,LHS,xl,0
30430,12915,DNxl108,DNxl108,RHS,xl,0
31981,12926,DNp09,DNxl017,RHS,xl,3
38483,12926,DNp09,DNxl017,LHS,xl,3
39554,12939,DNxl022,DNxl022,LHS,xl,0
29178,12939,DNxl022,DNxl022,RHS,xl,0
32672,12973,DNxn010,DNxn007,LHS,xn,0
27396,12973,DNxn010,DNxn007,RHS,xn,0
33570,12974,DNp28,DNxn042,RHS,xn,4
29772,12974,DNp28,DNxn042,LHS,xn,4
32534,13038,pIP10,DNxn048,RHS,xn,0
37030,13038,pIP10,DNxn048,LHS,xn,0
26720,13040,DNxl107,DNxl107,RHS,xl,0
34548,13040,DNxl107,DNxl107,LHS,xl,0
38770,13049,DNxl106,DNxl106,LHS,xl,0
34090,13049,DNxl106,DNxl106,LHS,xl,0
