,source_uid,source_bid,source_name,source_class,source_type,target_uid,target_bid,target_name,target_class,target_type,target_muscle,syn_count,eff_weight
7738,11398,152618,IN04B096,intrinsic,acetylcholine,23213,157503,MNhl08,motor,glutamate,Sternotrochanter,9,9
7739,11420,16953,IN03A048,intrinsic,acetylcholine,15434,11400,MNhl34,motor,glutamate,Sternal posterior rotator,25,25
7740,11420,16953,IN03A048,intrinsic,acetylcholine,12674,12113,MNhl35,motor,glutamate,Fe reductor,30,30
7741,11420,16953,IN03A048,intrinsic,acetylcholine,10635,13740,MNhl64,motor,acetylcholine,hind leg,13,13
7742,11420,16953,IN03A048,intrinsic,acetylcholine,12901,14095,MNad34,motor,glutamate,abdomen A2,14,14
7743,11420,16953,IN03A048,intrinsic,acetylcholine,2441,14596,MNhl31,motor,glutamate,Pleural remotor/abductor,6,6
7744,11420,16953,IN03A048,intrinsic,acetylcholine,19114,15262,MNhl17,motor,glutamate,Pleural remotor/abductor,118,118
7745,11420,16953,IN03A048,intrinsic,acetylcholine,11531,17947,MNhl34,motor,glutamate,Sternal posterior rotator,6,6
7746,11420,16953,IN03A048,intrinsic,acetylcholine,2388,154133,MNhl06,motor,glutamate,Sternal posterior rotator,73,73
7747,11423,28318,IN20A.22A073,intrinsic,acetylcholine,16922,10347,MNhl41,motor,glutamate,Ti extensor,16,16
7748,11423,28318,IN20A.22A073,intrinsic,acetylcholine,12134,13075,MNhl39,motor,glutamate,Ti extensor,12,12
7749,11424,26319,IN12B077,intrinsic,gaba,19443,10811,MNhl38,motor,glutamate,ltm1-tibia,37,-37
7750,11424,26319,IN12B077,intrinsic,gaba,12896,16356,MNhl15,motor,glutamate,ltm2-femur,31,-31
7751,11425,26057,IN07B076,intrinsic,acetylcholine,16793,10011,MNwm03,motor,glutamate,hg1,65,65
7752,11425,26057,IN07B076,intrinsic,acetylcholine,8520,10433,MNwm24,motor,glutamate,hg4,76,76
7753,11425,26057,IN07B076,intrinsic,acetylcholine,7491,18566,MNhm03,motor,glutamate,haltere,5,5
7754,11432,15252,IN20A.22A055,intrinsic,acetylcholine,19443,10811,MNhl38,motor,glutamate,ltm1-tibia,6,6
7755,11432,15252,IN20A.22A055,intrinsic,acetylcholine,734,13241,MNhl19,motor,glutamate,ltm1-tibia,6,6
7756,11432,15252,IN20A.22A055,intrinsic,acetylcholine,11041,14343,MNhl15,motor,glutamate,ltm2-femur,11,11
7757,11432,15252,IN20A.22A055,intrinsic,acetylcholine,17268,15712,MNhl38,motor,glutamate,ltm1-tibia,21,21
7758,11432,15252,IN20A.22A055,intrinsic,acetylcholine,14440,15893,MNhl23,motor,glutamate,ltm,10,10
7759,11432,15252,IN20A.22A055,intrinsic,acetylcholine,19043,21963,MNhl32,motor,glutamate,ltm,7,7
7760,11432,15252,IN20A.22A055,intrinsic,acetylcholine,1493,61001,MNhl19,motor,glutamate,ltm1-tibia,26,26
7761,11432,15252,IN20A.22A055,intrinsic,acetylcholine,3002,158889,MNhl15,motor,glutamate,ltm2-femur,6,6
7762,11442,15020,IN17A028,intrinsic,acetylcholine,15960,13095,MNhl66,motor,glutamate,hind leg,6,6
7763,11442,15020,IN17A028,intrinsic,acetylcholine,2918,13192,MNhl21,motor,glutamate,Ti flexor,6,6
7764,11449,24252,IN12B054,intrinsic,gaba,3994,13797,MNad56,motor,glutamate,abdomen,5,-5
7765,11451,15050,IN06A110,intrinsic,gaba,9899,10123,MNwm03,motor,glutamate,hg1,22,-22
7766,11451,15050,IN06A110,intrinsic,gaba,16523,10200,MNwm24,motor,glutamate,hg4,7,-7
7767,11451,15050,IN06A110,intrinsic,gaba,12179,10904,MNad41,motor,glutamate,abdomen A2,5,-5
7768,11451,15050,IN06A110,intrinsic,gaba,17347,11638,MNad40,motor,glutamate,abdomen A2,11,-11
7769,11460,24282,IN04B088,intrinsic,acetylcholine,9392,14020,MNhl35,motor,glutamate,Fe reductor,23,23
7770,11460,24282,IN04B088,intrinsic,acetylcholine,1797,14168,MNhl17,motor,glutamate,Pleural remotor/abductor,7,7
7771,11460,24282,IN04B088,intrinsic,acetylcholine,18293,18286,MNhl31,motor,glutamate,Pleural remotor/abductor,19,19
7772,11463,15080,IN01B014,intrinsic,gaba,22307,10660,MNad68,motor,gaba,abdomen,10,-10
7773,11469,12423,IN06B027,intrinsic,gaba,7954,13006,MNhl39,motor,glutamate,Ti extensor,6,-6
7774,11469,12423,IN06B027,intrinsic,gaba,7112,13665,MNwm35,motor,glutamate,wing,9,-9
7775,11476,21789,IN04B075,intrinsic,acetylcholine,16520,10462,MNhl41,motor,glutamate,Ti extensor,141,141
7776,11476,21789,IN04B075,intrinsic,acetylcholine,14057,11022,MNhl36,motor,glutamate,Sternal anterior rotator,43,43
7777,11476,21789,IN04B075,intrinsic,acetylcholine,21760,11562,MNhl36,motor,glutamate,Sternal anterior rotator,27,27
7778,11476,21789,IN04B075,intrinsic,acetylcholine,12416,12758,MNhl26,motor,glutamate,Acc. ti flexor,21,21
7779,11476,21789,IN04B075,intrinsic,acetylcholine,7954,13006,MNhl39,motor,glutamate,Ti extensor,113,113
7780,11476,21789,IN04B075,intrinsic,acetylcholine,5228,13883,MNhl88,motor,glutamate,hind leg,23,23
7781,11476,21789,IN04B075,intrinsic,acetylcholine,10615,17970,MNhl62,motor,glutamate,hind leg,26,26
7782,11477,12849,IN19A030,intrinsic,gaba,16520,10462,MNhl41,motor,glutamate,Ti extensor,23,-23
7783,11477,12849,IN19A030,intrinsic,gaba,17985,11274,MNhl02,motor,glutamate,hind leg,9,-9
7784,11477,12849,IN19A030,intrinsic,gaba,5282,11480,MNhl67,motor,glutamate,hind leg,345,-345
7785,11477,12849,IN19A030,intrinsic,gaba,2759,12504,MNhl67,motor,glutamate,hind leg,184,-184
7786,11477,12849,IN19A030,intrinsic,gaba,19697,12725,MNhl27,motor,glutamate,Acc. ti flexor,85,-85
7787,11477,12849,IN19A030,intrinsic,gaba,22697,13434,MNhl18,motor,glutamate,Tergotr.,8,-8
7788,11477,12849,IN19A030,intrinsic,gaba,17805,14622,MNhl75,motor,glutamate,hind leg,72,-72
7789,11477,12849,IN19A030,intrinsic,gaba,53,15380,MNhl32,motor,glutamate,ltm,14,-14
7790,11477,12849,IN19A030,intrinsic,gaba,20468,15550,MNhl63,motor,glutamate,hind leg,7,-7
7791,11477,12849,IN19A030,intrinsic,gaba,2319,15735,MNhl01,motor,glutamate,hind leg,6,-6
7792,11477,12849,IN19A030,intrinsic,gaba,10615,17970,MNhl62,motor,glutamate,hind leg,5,-5
7793,11477,12849,IN19A030,intrinsic,gaba,8962,19744,MNhl61,motor,glutamate,hind leg,10,-10
7794,11477,12849,IN19A030,intrinsic,gaba,20811,20593,MNhl27,motor,glutamate,Acc. ti flexor,17,-17
7795,11477,12849,IN19A030,intrinsic,gaba,4486,21991,MNhl21,motor,glutamate,Ti flexor,265,-265
7796,11477,12849,IN19A030,intrinsic,gaba,2419,152620,MNhl08,motor,glutamate,Sternotrochanter,12,-12
7797,11477,12849,IN19A030,intrinsic,gaba,4061,152621,MNhl08,motor,glutamate,Sternotrochanter,8,-8
7798,11477,12849,IN19A030,intrinsic,gaba,239,166393,MNhl04,motor,glutamate,ltm,13,-13
7799,11480,155515,IN09A056,intrinsic,gaba,3879,10968,MNhl68,motor,glutamate,hind leg,9,-9
7800,11480,155515,IN09A056,intrinsic,gaba,16916,12474,MNhl28,motor,glutamate,Acc. ti flexor,5,-5
7801,11482,10588,IN19A019,intrinsic,acetylcholine,7965,13036,MNml81,motor,glutamate,middle leg,100,100
7802,11482,10588,IN19A019,intrinsic,acetylcholine,19880,17036,MNml83,motor,glutamate,middle leg,12,12
7803,11482,10588,IN19A019,intrinsic,acetylcholine,15110,158681,MNml03,motor,glutamate,Fe reductor,13,13
7804,11508,31215,IN06A133,intrinsic,gaba,1863,10460,MNad42,motor,acetylcholine,abdomen A2,20,-20
7805,11508,31215,IN06A133,intrinsic,gaba,21344,10825,MNhm03,motor,glutamate,haltere,24,-24
7806,11508,31215,IN06A133,intrinsic,gaba,17347,11638,MNad40,motor,glutamate,abdomen A2,14,-14
7807,11516,29246,IN01A087,intrinsic,acetylcholine,14284,17100,MNad47,motor,glutamate,abdomen A2,6,6
7808,11516,29246,IN01A087,intrinsic,acetylcholine,20022,17500,MNad32,motor,glutamate,abdomen A2,6,6
7809,11545,18007,IN03A073,intrinsic,acetylcholine,15960,13095,MNhl66,motor,glutamate,hind leg,7,7
7810,11545,18007,IN03A073,intrinsic,acetylcholine,6295,35407,MNhl70,motor,glutamate,hind leg,6,6
7811,11545,18007,IN03A073,intrinsic,acetylcholine,7910,157709,MNhl60,motor,glutamate,hind leg,8,8
7812,11545,18007,IN03A073,intrinsic,acetylcholine,6434,176866,MNhl28,motor,glutamate,Acc. ti flexor,9,9
7813,11546,26685,IN16B105,intrinsic,glutamate,16922,10347,MNhl41,motor,glutamate,Ti extensor,6,-6
7814,11546,26685,IN16B105,intrinsic,glutamate,2918,13192,MNhl21,motor,glutamate,Ti flexor,7,-7
7815,11546,26685,IN16B105,intrinsic,glutamate,9392,14020,MNhl35,motor,glutamate,Fe reductor,8,-8
7816,11546,26685,IN16B105,intrinsic,glutamate,18293,18286,MNhl31,motor,glutamate,Pleural remotor/abductor,20,-20
7817,11550,15746,IN12A026,intrinsic,acetylcholine,1863,10460,MNad42,motor,acetylcholine,abdomen A2,18,18
7818,11550,15746,IN12A026,intrinsic,acetylcholine,12437,10527,MNad68,motor,acetylcholine,abdomen,10,10
7819,11550,15746,IN12A026,intrinsic,acetylcholine,22307,10660,MNad68,motor,gaba,abdomen,8,8
7820,11550,15746,IN12A026,intrinsic,acetylcholine,3526,10753,MNad19,motor,gaba,abdomen A2,33,33
7821,11550,15746,IN12A026,intrinsic,acetylcholine,11506,10782,MNad42,motor,glutamate,abdomen A2,13,13
7822,11550,15746,IN12A026,intrinsic,acetylcholine,17888,10840,MNad41,motor,glutamate,abdomen A2,48,48
7823,11550,15746,IN12A026,intrinsic,acetylcholine,17594,10865,MNad67,motor,gaba,abdomen,8,8
7824,11550,15746,IN12A026,intrinsic,acetylcholine,12179,10904,MNad41,motor,glutamate,abdomen A2,43,43
7825,11550,15746,IN12A026,intrinsic,acetylcholine,23252,11063,MNad67,motor,glutamate,abdomen,8,8
7826,11550,15746,IN12A026,intrinsic,acetylcholine,12571,11283,MNad19,motor,acetylcholine,abdomen,31,31
7827,11550,15746,IN12A026,intrinsic,acetylcholine,15740,11375,MNad63,motor,glutamate,abdomen A2,46,46
7828,11550,15746,IN12A026,intrinsic,acetylcholine,21757,11428,MNad63,motor,glutamate,abdomen A2,28,28
7829,11550,15746,IN12A026,intrinsic,acetylcholine,6579,11768,MNad19,motor,glutamate,abdomen,53,53
7830,11550,15746,IN12A026,intrinsic,acetylcholine,15848,11809,MNhl59,motor,glutamate,hind leg,10,10
7831,11550,15746,IN12A026,intrinsic,acetylcholine,10704,11897,MNad19,motor,glutamate,abdomen,42,42
7832,11550,15746,IN12A026,intrinsic,acetylcholine,5652,12225,MNad36,motor,glutamate,abdomen A2,39,39
7833,11550,15746,IN12A026,intrinsic,acetylcholine,17168,12389,MNad16,motor,glutamate,abdomen,82,82
7834,11550,15746,IN12A026,intrinsic,acetylcholine,19946,12506,MNad36,motor,glutamate,abdomen A2,43,43
7835,11550,15746,IN12A026,intrinsic,acetylcholine,16497,12529,MNad35,motor,glutamate,abdomen A2,45,45
7836,11550,15746,IN12A026,intrinsic,acetylcholine,14313,12638,MNad19,motor,gaba,abdomen,62,62
7837,11550,15746,IN12A026,intrinsic,acetylcholine,9202,12756,MNad35,motor,glutamate,abdomen A2,43,43
7838,11550,15746,IN12A026,intrinsic,acetylcholine,14330,12802,MNad14,motor,glutamate,abdomen,16,16
7839,11550,15746,IN12A026,intrinsic,acetylcholine,16887,12810,MNad14,motor,glutamate,abdomen,14,14
7840,11550,15746,IN12A026,intrinsic,acetylcholine,12147,13105,MNad15,motor,glutamate,abdomen,10,10
7841,11550,15746,IN12A026,intrinsic,acetylcholine,18233,13188,MNad58,motor,unclear,abdomen,19,19
7842,11550,15746,IN12A026,intrinsic,acetylcholine,16357,13242,MNad08,motor,glutamate,abdomen,26,26
7843,11550,15746,IN12A026,intrinsic,acetylcholine,4279,13480,MNad10,motor,glutamate,abdomen,32,32
7844,11550,15746,IN12A026,intrinsic,acetylcholine,3593,13486,MNad14,motor,glutamate,abdomen,14,14
7845,11550,15746,IN12A026,intrinsic,acetylcholine,20517,13543,MNhl59,motor,glutamate,hind leg,11,11
7846,11550,15746,IN12A026,intrinsic,acetylcholine,5250,13547,MNad14,motor,glutamate,abdomen,9,9
7847,11550,15746,IN12A026,intrinsic,acetylcholine,5214,13719,MNad19,motor,glutamate,abdomen,80,80
7848,11550,15746,IN12A026,intrinsic,acetylcholine,7136,13725,MNad56,motor,gaba,abdomen,6,6
7849,11550,15746,IN12A026,intrinsic,acetylcholine,4277,13742,MNad55,motor,gaba,abdomen,12,12
7850,11550,15746,IN12A026,intrinsic,acetylcholine,3994,13797,MNad56,motor,glutamate,abdomen,7,7
7851,11550,15746,IN12A026,intrinsic,acetylcholine,18884,13878,MNad11,motor,gaba,abdomen,9,9
7852,11550,15746,IN12A026,intrinsic,acetylcholine,21850,14123,MNad10,motor,glutamate,abdomen,29,29
7853,11550,15746,IN12A026,intrinsic,acetylcholine,9697,14159,MNad51,motor,glutamate,abdomen A2,7,7
7854,11550,15746,IN12A026,intrinsic,acetylcholine,14168,14241,MNad14,motor,unknown,abdomen,18,18
7855,11550,15746,IN12A026,intrinsic,acetylcholine,15518,14461,MNad32,motor,glutamate,abdomen A2,41,41
7856,11550,15746,IN12A026,intrinsic,acetylcholine,8476,14469,MNad10,motor,glutamate,abdomen,48,48
7857,11550,15746,IN12A026,intrinsic,acetylcholine,4408,14602,MNad10,motor,unknown,abdomen,26,26
7858,11550,15746,IN12A026,intrinsic,acetylcholine,13587,14613,MNad40,motor,glutamate,abdomen A2,7,7
7859,11550,15746,IN12A026,intrinsic,acetylcholine,7949,14871,MNad24,motor,glutamate,abdomen,15,15
7860,11550,15746,IN12A026,intrinsic,acetylcholine,7921,15073,MNad15,motor,glutamate,abdomen,9,9
7861,11550,15746,IN12A026,intrinsic,acetylcholine,13328,15094,MNad55,motor,unknown,abdomen,12,12
7862,11550,15746,IN12A026,intrinsic,acetylcholine,19099,15202,MNad08,motor,acetylcholine,abdomen,18,18
7863,11550,15746,IN12A026,intrinsic,acetylcholine,21963,15215,MNad31,motor,glutamate,abdomen A2,42,42
7864,11550,15746,IN12A026,intrinsic,acetylcholine,13454,15296,MNad16,motor,glutamate,abdomen,8,8
7865,11550,15746,IN12A026,intrinsic,acetylcholine,8319,15354,MNad06,motor,glutamate,abdomen,6,6
7866,11550,15746,IN12A026,intrinsic,acetylcholine,18882,15481,MNad24,motor,glutamate,abdomen,7,7
7867,11550,15746,IN12A026,intrinsic,acetylcholine,1356,15534,MNad14,motor,glutamate,abdomen,13,13
7868,11550,15746,IN12A026,intrinsic,acetylcholine,8584,15561,MNad31,motor,glutamate,abdomen A2,43,43
7869,11550,15746,IN12A026,intrinsic,acetylcholine,14145,15784,MNad20,motor,acetylcholine,abdomen,17,17
7870,11550,15746,IN12A026,intrinsic,acetylcholine,17269,15846,MNad08,motor,acetylcholine,abdomen,6,6
7871,11550,15746,IN12A026,intrinsic,acetylcholine,16307,15937,MNad47,motor,unclear,abdomen A2,27,27
7872,11550,15746,IN12A026,intrinsic,acetylcholine,11289,16227,MNad05,motor,glutamate,abdomen,7,7
7873,11550,15746,IN12A026,intrinsic,acetylcholine,16737,16278,MNad46,motor,acetylcholine,abdomen A2,8,8
7874,11550,15746,IN12A026,intrinsic,acetylcholine,21150,16330,MNad05,motor,glutamate,abdomen,14,14
7875,11550,15746,IN12A026,intrinsic,acetylcholine,8140,16367,MNad14,motor,glutamate,abdomen,12,12
7876,11550,15746,IN12A026,intrinsic,acetylcholine,4940,16431,MNad14,motor,glutamate,abdomen,6,6
7877,11550,15746,IN12A026,intrinsic,acetylcholine,12352,16728,MNad45,motor,glutamate,abdomen A2,40,40
7878,11550,15746,IN12A026,intrinsic,acetylcholine,21836,16750,MNad45,motor,glutamate,abdomen A2,36,36
7879,11550,15746,IN12A026,intrinsic,acetylcholine,3138,16949,MNad44,motor,glutamate,abdomen,12,12
7880,11550,15746,IN12A026,intrinsic,acetylcholine,4074,16956,MNad44,motor,acetylcholine,abdomen,8,8
7881,11550,15746,IN12A026,intrinsic,acetylcholine,14284,17100,MNad47,motor,glutamate,abdomen A2,29,29
7882,11550,15746,IN12A026,intrinsic,acetylcholine,12068,17179,MNad05,motor,unknown,abdomen,11,11
7883,11550,15746,IN12A026,intrinsic,acetylcholine,11408,17319,MNad02,motor,glutamate,abdomen,51,51
7884,11550,15746,IN12A026,intrinsic,acetylcholine,22210,17391,MNad43,motor,glutamate,abdomen,27,27
7885,11550,15746,IN12A026,intrinsic,acetylcholine,20022,17500,MNad32,motor,glutamate,abdomen A2,30,30
7886,11550,15746,IN12A026,intrinsic,acetylcholine,2555,17583,MNad46,motor,glutamate,abdomen A2,13,13
7887,11550,15746,IN12A026,intrinsic,acetylcholine,5723,17645,MNad05,motor,acetylcholine,abdomen,9,9
7888,11550,15746,IN12A026,intrinsic,acetylcholine,5465,17894,MNad16,motor,glutamate,abdomen,26,26
7889,11550,15746,IN12A026,intrinsic,acetylcholine,9104,18373,MNad51,motor,glutamate,abdomen A2,11,11
7890,11550,15746,IN12A026,intrinsic,acetylcholine,1734,18376,MNad43,motor,acetylcholine,abdomen,22,22
7891,11550,15746,IN12A026,intrinsic,acetylcholine,14817,18503,MNad02,motor,gaba,abdomen,89,89
7892,11550,15746,IN12A026,intrinsic,acetylcholine,2430,18692,MNad11,motor,glutamate,abdomen,7,7
7893,11550,15746,IN12A026,intrinsic,acetylcholine,8548,18939,MNad01,motor,glutamate,abdomen,29,29
7894,11550,15746,IN12A026,intrinsic,acetylcholine,22180,19300,MNad01,motor,glutamate,abdomen,16,16
7895,11550,15746,IN12A026,intrinsic,acetylcholine,17230,19486,MNad11,motor,glutamate,abdomen,6,6
7896,11550,15746,IN12A026,intrinsic,acetylcholine,3525,19693,MNad02,motor,acetylcholine,abdomen,31,31
7897,11550,15746,IN12A026,intrinsic,acetylcholine,22340,19824,MNad02,motor,glutamate,abdomen,47,47
7898,11550,15746,IN12A026,intrinsic,acetylcholine,4508,19924,MNad11,motor,gaba,abdomen,11,11
7899,11550,15746,IN12A026,intrinsic,acetylcholine,14095,20052,MNad01,motor,glutamate,abdomen,8,8
7900,11550,15746,IN12A026,intrinsic,acetylcholine,6745,20055,MNad02,motor,gaba,abdomen,58,58
7901,11550,15746,IN12A026,intrinsic,acetylcholine,6765,20115,MNad02,motor,glutamate,abdomen,70,70
7902,11550,15746,IN12A026,intrinsic,acetylcholine,17627,20425,MNad06,motor,glutamate,abdomen,7,7
7903,11550,15746,IN12A026,intrinsic,acetylcholine,4054,21022,MNad01,motor,glutamate,abdomen,7,7
7904,11550,15746,IN12A026,intrinsic,acetylcholine,23377,21057,MNad16,motor,unknown,abdomen,26,26
7905,11550,15746,IN12A026,intrinsic,acetylcholine,269,21264,MNad39,motor,unclear,abdomen,13,13
7906,11550,15746,IN12A026,intrinsic,acetylcholine,22028,22574,MNad16,motor,glutamate,abdomen,38,38
7907,11550,15746,IN12A026,intrinsic,acetylcholine,20650,24225,MNad02,motor,unclear,abdomen,30,30
7908,11550,15746,IN12A026,intrinsic,acetylcholine,17701,25023,MNad58,motor,glutamate,abdomen,17,17
7909,11550,15746,IN12A026,intrinsic,acetylcholine,5327,25810,MNad02,motor,glutamate,abdomen,51,51
7910,11550,15746,IN12A026,intrinsic,acetylcholine,48,27105,MNad16,motor,glutamate,abdomen,50,50
7911,11550,15746,IN12A026,intrinsic,acetylcholine,16697,27651,MNad02,motor,acetylcholine,abdomen,61,61
7912,11550,15746,IN12A026,intrinsic,acetylcholine,17911,29602,MNad01,motor,glutamate,abdomen,18,18
7913,11550,15746,IN12A026,intrinsic,acetylcholine,22825,101706,MNad06,motor,glutamate,abdomen,5,5
7914,11550,15746,IN12A026,intrinsic,acetylcholine,4819,102953,MNad05,motor,glutamate,abdomen,9,9
7915,11550,15746,IN12A026,intrinsic,acetylcholine,20777,153863,MNad16,motor,glutamate,abdomen,59,59
7916,11550,15746,IN12A026,intrinsic,acetylcholine,6184,154153,MNad02,motor,unknown,abdomen,58,58
7917,11550,15746,IN12A026,intrinsic,acetylcholine,18234,155854,MNad01,motor,unclear,abdomen,11,11
7918,11550,15746,IN12A026,intrinsic,acetylcholine,17111,159031,MNad08,motor,unknown,abdomen,8,8
7919,11555,15776,IN04B068,intrinsic,acetylcholine,16520,10462,MNhl41,motor,glutamate,Ti extensor,63,63
7920,11555,15776,IN04B068,intrinsic,acetylcholine,9629,10866,MNhl37,motor,glutamate,Tr extensor,59,59
7921,11555,15776,IN04B068,intrinsic,acetylcholine,14057,11022,MNhl36,motor,glutamate,Sternal anterior rotator,9,9
7922,11555,15776,IN04B068,intrinsic,acetylcholine,17985,11274,MNhl02,motor,glutamate,hind leg,89,89
7923,11555,15776,IN04B068,intrinsic,acetylcholine,15434,11400,MNhl34,motor,glutamate,Sternal posterior rotator,8,8
7924,11555,15776,IN04B068,intrinsic,acetylcholine,7954,13006,MNhl39,motor,glutamate,Ti extensor,65,65
7925,11555,15776,IN04B068,intrinsic,acetylcholine,22697,13434,MNhl18,motor,glutamate,Tergotr.,13,13
7926,11555,15776,IN04B068,intrinsic,acetylcholine,2419,152620,MNhl08,motor,glutamate,Sternotrochanter,53,53
7927,11555,15776,IN04B068,intrinsic,acetylcholine,4061,152621,MNhl08,motor,glutamate,Sternotrochanter,29,29
7928,11559,158576,IN20A.22A067,intrinsic,acetylcholine,17268,15712,MNhl38,motor,glutamate,ltm1-tibia,5,5
7929,11560,13515,IN19A031,intrinsic,gaba,16922,10347,MNhl41,motor,glutamate,Ti extensor,64,-64
7930,11560,13515,IN19A031,intrinsic,gaba,10125,11813,MNhl02,motor,glutamate,hind leg,6,-6
7931,11560,13515,IN19A031,intrinsic,gaba,12134,13075,MNhl39,motor,glutamate,Ti extensor,24,-24
7932,11560,13515,IN19A031,intrinsic,gaba,15960,13095,MNhl66,motor,glutamate,hind leg,43,-43
7933,11560,13515,IN19A031,intrinsic,gaba,18293,18286,MNhl31,motor,glutamate,Pleural remotor/abductor,7,-7
7934,11560,13515,IN19A031,intrinsic,gaba,3614,23016,MNhl04,motor,acetylcholine,ltm,18,-18
7935,11560,13515,IN19A031,intrinsic,gaba,4427,157432,MNhl22,motor,glutamate,Sternotrochanter,11,-11
7936,11581,13971,IN17A028,intrinsic,acetylcholine,16520,10462,MNhl41,motor,glutamate,Ti extensor,5,5
7937,11581,13971,IN17A028,intrinsic,acetylcholine,3879,10968,MNhl68,motor,glutamate,hind leg,6,6
7938,11581,13971,IN17A028,intrinsic,acetylcholine,12416,12758,MNhl26,motor,glutamate,Acc. ti flexor,7,7
7939,11581,13971,IN17A028,intrinsic,acetylcholine,7954,13006,MNhl39,motor,glutamate,Ti extensor,24,24
7940,11581,13971,IN17A028,intrinsic,acetylcholine,19114,15262,MNhl17,motor,glutamate,Pleural remotor/abductor,10,10
7941,11581,13971,IN17A028,intrinsic,acetylcholine,17250,26883,MNhl12,motor,glutamate,Tr flexor,8,8
7942,11625,154600,IN06A126,intrinsic,glutamate,4751,10017,MNwm16,motor,glutamate,b1,69,-69
7943,11625,154600,IN06A126,intrinsic,glutamate,1864,10064,MNwm17,motor,glutamate,b2,39,-39
7944,11627,32105,IN20A.22A039,intrinsic,acetylcholine,10125,11813,MNhl02,motor,glutamate,hind leg,48,48
7945,11627,32105,IN20A.22A039,intrinsic,acetylcholine,10176,21665,MNhl13,motor,glutamate,Fe reductor,5,5
7946,11627,32105,IN20A.22A039,intrinsic,acetylcholine,6007,159762,MNhl18,motor,glutamate,Tergotr.,16,16
7947,11627,32105,IN20A.22A039,intrinsic,acetylcholine,11724,221983,MNhl01,motor,glutamate,hind leg,6,6
7948,11632,21038,IN04B107,intrinsic,acetylcholine,19443,10811,MNhl38,motor,glutamate,ltm1-tibia,38,38
7949,11632,21038,IN04B107,intrinsic,acetylcholine,3879,10968,MNhl68,motor,glutamate,hind leg,21,21
7950,11632,21038,IN04B107,intrinsic,acetylcholine,14057,11022,MNhl36,motor,glutamate,Sternal anterior rotator,5,5
7951,11632,21038,IN04B107,intrinsic,acetylcholine,17985,11274,MNhl02,motor,glutamate,hind leg,88,88
7952,11632,21038,IN04B107,intrinsic,acetylcholine,12674,12113,MNhl35,motor,glutamate,Fe reductor,7,7
7953,11632,21038,IN04B107,intrinsic,acetylcholine,16916,12474,MNhl28,motor,glutamate,Acc. ti flexor,7,7
7954,11632,21038,IN04B107,intrinsic,acetylcholine,23251,12800,MNhl66,motor,glutamate,hind leg,5,5
7955,11632,21038,IN04B107,intrinsic,acetylcholine,22697,13434,MNhl18,motor,glutamate,Tergotr.,19,19
7956,11632,21038,IN04B107,intrinsic,acetylcholine,18898,13512,MNhl68,motor,glutamate,hind leg,12,12
7957,11632,21038,IN04B107,intrinsic,acetylcholine,2319,15735,MNhl01,motor,glutamate,hind leg,40,40
7958,11632,21038,IN04B107,intrinsic,acetylcholine,12896,16356,MNhl15,motor,glutamate,ltm2-femur,8,8
7959,11632,21038,IN04B107,intrinsic,acetylcholine,10615,17970,MNhl62,motor,glutamate,hind leg,35,35
7960,11632,21038,IN04B107,intrinsic,acetylcholine,3958,18491,MNhl40,motor,glutamate,Ti flexor,79,79
7961,11632,21038,IN04B107,intrinsic,acetylcholine,8860,37220,MNhl40,motor,glutamate,Ti flexor,6,6
7962,11632,21038,IN04B107,intrinsic,acetylcholine,2419,152620,MNhl08,motor,glutamate,Sternotrochanter,20,20
7963,11646,18673,IN06B052,intrinsic,gaba,12036,10014,MNwm20,motor,gaba,DLM c-f,23,-23
7964,11646,18673,IN06B052,intrinsic,gaba,23518,10088,MNwm20,motor,glutamate,DLM c-f,24,-24
7965,11646,18673,IN06B052,intrinsic,gaba,9467,10178,MNwm36,motor,glutamate,wing,13,-13
7966,11646,18673,IN06B052,intrinsic,gaba,3512,10589,MNwm19,motor,glutamate,"DLM a, b",18,-18
7967,11646,18673,IN06B052,intrinsic,gaba,2927,10669,MNwm21,motor,unknown,DVM 1a-c,6,-6
7968,11646,18673,IN06B052,intrinsic,gaba,22290,10892,MNwm20,motor,unknown,DLM c-f,7,-7
7969,11646,18673,IN06B052,intrinsic,gaba,17060,11663,MNwm15,motor,gaba,"DVM 2a, b",7,-7
7970,11646,18673,IN06B052,intrinsic,gaba,9186,12330,MNwm21,motor,glutamate,DVM 1a-c,10,-10
7971,11646,18673,IN06B052,intrinsic,gaba,11858,13228,MNwm15,motor,acetylcholine,"DVM 3a, b",8,-8
7972,11646,18673,IN06B052,intrinsic,gaba,16741,14017,MNwm21,motor,unknown,DVM 1a-c,14,-14
7973,11648,18411,IN08B065,intrinsic,acetylcholine,3879,10968,MNhl68,motor,glutamate,hind leg,15,15
7974,11648,18411,IN08B065,intrinsic,acetylcholine,14057,11022,MNhl36,motor,glutamate,Sternal anterior rotator,7,7
7975,11648,18411,IN08B065,intrinsic,acetylcholine,17985,11274,MNhl02,motor,glutamate,hind leg,36,36
7976,11648,18411,IN08B065,intrinsic,acetylcholine,5282,11480,MNhl67,motor,glutamate,hind leg,5,5
7977,11648,18411,IN08B065,intrinsic,acetylcholine,12674,12113,MNhl35,motor,glutamate,Fe reductor,7,7
7978,11648,18411,IN08B065,intrinsic,acetylcholine,11713,12308,MNxm02,motor,glutamate,None,7,7
